Rang;n° rue;Nom rue;Code postal;Ville;Date création;Nom société;APE;Catégorie;Nbr employé;Mise à jour;Date finance;Revenu;Profit
1831;107;RUE ROYALE;59800;LILLE;2011;2MEM;6420Z;Activités des sociétés holding;;2012-02-03T00:00:00;31/03/2015;162000;5902
1832;15;BOULEVARD JEAN BAPTISTE LEBAS;59000;LILLE;2004;"SARL ""LE BUGATTI""";5610A;Restauration traditionnelle;3;2004-04-23T00:00:00;31/03/2015;161976;1516
1833;187;BOULEVARD DE LA LIBERTE;59800;LILLE;2010;DP2M PATRIMOINE;6619B;Aut. activ. auxil. serv. financ., hors assur. & caisse retr. nca.;;2014-05-20T00:00:00;31/12/2015;161513;19077
1834;42;RUE DE VERDUN LOMME;59160;LILLE;2012;LACIER;2599B;Fabrication d'autres articles métalliques;;2016-02-04T00:00:00;30/09/2015;161100;4743
1835;92;RUE JEAN BAPTISTE DUMAS;59160;LILLE;2015;LACIER;2599B;Fabrication d'autres articles métalliques;;2015-05-18T00:00:00;30/09/2015;161100;4743
1836;251;AVENUE DE DUNKERQUE;59000;LILLE;2012;JCD;5610A;Restauration traditionnelle;1;2012-04-01T00:00:00;31/03/2015;160720;12210
1837;205;RUE DE PARIS;59800;LILLE;1978;LILLOISE DEPANNAGES A DOMICILE;9522Z;Réparation appareils électromén. & équipts maison & jardin;2;2015-07-06T00:00:00;31/12/2015;159936;17170
1838;28;RUE DES JARDINS;59800;LILLE;2010;C.B. FINANCE;6832B;Supports juridiques de gestion de patrimoine immobilier;0;2014-10-23T00:00:00;31/12/2015;159924;8406
1839;18;AVENUE FOCH;59800;LILLE;2007;SOCIETE LILLOISE DE L'HABITAT;6820B;Location de terrains et d'autres biens immobiliers;;2013-07-30T00:00:00;31/12/2015;158983;36053
1840;14;RUE BLERIOT;59260;LILLE;1999;EPHI;4332A;Travaux de menuiserie bois et PVC;2;1999-02-26T00:00:00;31/07/2015;158926;2032
1841;26;RUE DE LONDRES;59000;LILLE;2004;LE BIG BEN;5610A;Restauration traditionnelle;1;2005-10-19T00:00:00;30/06/2015;158282;1143
1842;51;RUE MARCEL HENAUX;59000;LILLE;2015;IDEAL TRANSPORTS;4941B;Transports routiers de fret de proximité;3;2015-10-27T00:00:00;31/12/2015;158067;19377
1843;187;RUE COLBERT;59000;LILLE;2012;ALL WAY SPORT;4764Z;Commerce de détail d'articles de sport en magasin spécialisé;;2012-08-03T00:00:00;31/12/2015;157821;12299
1844;29;RUE DE FLEURUS;59000;LILLE;2006;FLEURUS COPY;8219Z;Photocopie prépa. documents & aut. activ. spéc. soutien de bureau;1;2015-01-22T00:00:00;31/12/2015;155784;-10409
1845;64;RUE DE BETHUNE;59800;LILLE;1996;LALIBERTE;6820A;Location de logements;0;2012-06-02T00:00:00;31/12/2015;155646;25486
1846;21;PLACE DES REIGNAUX;59800;LILLE;2015;PME HOTELLERIE NORD;5510Z;Hà´tels et hébergement similaire;10;2015-07-21T00:00:00;30/06/2015;155346;-246371
1847;19;PLACE DES REIGNAUX;59800;LILLE;2015;PME HOTELLERIE NORD;5510Z;Hà´tels et hébergement similaire;10;2015-08-06T00:00:00;30/06/2015;155346;-246371
1848;12;RUE GUSTAVE NADAUD;59000;LILLE;1999;HOLDING JCD;6420Z;Activités des sociétés holding;1;2014-02-04T00:00:00;30/06/2015;154250;103272
1849;13;RUE BERTHELOT;59000;LILLE;2011;OBLIK;7111Z;Activités d'architecture;1;2015-01-20T00:00:00;30/04/2015;154209;2181
1850;430;RUE LEON GAMBETTA;59000;LILLE;2010;ADITIO CONSULTING;6420Z;Activités des sociétés holding;;2010-11-30T00:00:00;31/12/2015;150210;34227
1851;41;RUE NEUVE;59000;LILLE;2008;GROUPE DEPLANQUE;6420Z;Activités des sociétés holding;0;2016-09-01T00:00:00;30/06/2015;149850;14182
1852;289;RUE DU FAUBOURG DES POSTES;59000;LILLE;2014;COCOA;7021Z;Conseil en relations publiques et communication;3;2014-12-11T00:00:00;31/03/2015;149747;908
1853;7;RUE JEANNE D ARC;59000;LILLE;2007;SOCIETE D'AMELIORATION ENERGETIQUE ET TECHNOLOGIQUE DU BATIMENT;6420Z;Activités des sociétés holding;;2016-08-26T00:00:00;31/12/2015;149600;4876
1854;65;RUE DES TANNEURS;59800;LILLE;2013;FORMAT PC;4741Z;Comm. détail ordinateurs unités périph. & logiciels (magas. spéc);2;2014-02-23T00:00:00;30/09/2015;149535;-8950
1855;377;RUE LEON GAMBETTA;59000;LILLE;2009;SKIPPY;5610A;Restauration traditionnelle;3;2013-03-26T00:00:00;30/09/2015;149512;6898
1856;165;AVENUE DE LA BRETAGNE;59000;LILLE;2014;19 D;6201Z;Programmation informatique;7;2016-06-08T00:00:00;31/12/2015;149343;-50483
1857;147;RUE LEON GAMBETTA;59000;LILLE;2011;HADEX;4778A;Commerces de détail d'optique;0;2015-05-27T00:00:00;31/03/2015;148546;2538
1858;75;RUE DE L HOPITAL MILITAIRE;59800;LILLE;2009;MEERSSEMAN;9602B;Soins de beauté;1;2014-05-09T00:00:00;31/12/2015;148416;-2172
1859;6;RUE FERNAND GUILBERT;59160;LILLE;1999;T.A.G. FLAMENT;4333Z;Travaux de revàªtement des sols et des murs;1;2012-11-18T00:00:00;31/12/2015;147928;1896
1860;3;RUE NICOLAS LEBLANC;59000;LILLE;2014;SARL 2JBE;5610A;Restauration traditionnelle;1;2014-06-04T00:00:00;30/04/2015;147848;-24151
1861;1;RUE ARNOULD DE VUEZ;59800;LILLE;1996;TRANSACTIMMO;6831Z;Agences immobilières;0;2015-06-04T00:00:00;31/12/2015;146529;-94026
1862;275;RUE ROGER SALENGRO (HELLEMMES);59260;LILLE;2000;LE MARCHE DE LA MERCERIE;4751Z;Commerce de détail de textiles en magasin spécialisé;1;2013-05-02T00:00:00;31/05/2015;146179;4847
1863;;ZAMIN 2EME AVENUE;59160;LILLE;2015;BL2L;4511Z;Commerce de voitures et de véhicules automobiles légers;;2015-01-15T00:00:00;31/12/2015;145866;20962
1864;46;BOULEVARD JEAN BAPTISTE LEBAS;59000;LILLE;2006;SARL F.B.M;5610A;Restauration traditionnelle;0;2012-02-05T00:00:00;31/12/2015;145731;504
1865;28;RUE DE DOUAI;59000;LILLE;2002;RENOV'TOITURE BATIMENT;4334Z;Travaux de peinture et vitrerie;1;2002-03-27T00:00:00;31/12/2015;145553;100
1866;55;RUE LEON GAMBETTA;59000;LILLE;2008;BHAI-BHAI;5610A;Restauration traditionnelle;3;2012-12-21T00:00:00;31/03/2015;144845;-6527
1867;162;RUE PIERRE LEGRAND;59800;LILLE;2015;MAKANE;4722Z;Comm. détail viandes & produits à  base de viande (magas. spéc.);3;2016-12-15T00:00:00;31/12/2015;144227;411
1868;67;RUE DE LUXEMBOURG;59777;LILLE;2005;BELGAMO CONSULTING;7022Z;Conseil pour les affaires et autres conseils de gestion;;2016-09-22T00:00:00;30/09/2015;143893;35133
1869;53;RUE DE THIONVILLE;59800;LILLE;2016;FRELOVA;6831Z;Agences immobilières;1;2016-10-13T00:00:00;31/12/2015;143691;19286
1870;266;RUE SOLFERINO;59000;LILLE;2013;FRELOVA;6831Z;Agences immobilières;1;2016-10-13T00:00:00;31/12/2015;143691;19286
1871;253;BOULEVARD DE LEEDS;59777;LILLE;2013;ADVISIA R.H LILLE;7022Z;Conseil pour les affaires et autres conseils de gestion;2;2013-04-16T00:00:00;30/06/2015;143358;12390
1872;82;RUE DE L HOPITAL MILITAIRE;59800;LILLE;2014;BERGAMOTE LILLE;4771Z;Commerce de détail d'habillement en magasin spécialisé;1;2014-03-12T00:00:00;31/03/2015;143228;32439
1873;12;RUE FAIDHERBE;59000;LILLE;2010;SARL VINCENT CHARRIER ARCHITECTE;7111Z;Activités d'architecture;1;2011-01-16T00:00:00;31/12/2015;142226;394
1874;34;RUE DES BOUCHERS;59800;LILLE;2014;E.U.R.L PAULETTE 1932;5630Z;Débits de boissons;1;2014-09-16T00:00:00;30/06/2015;142100;18926
1875;50;RUE DU DOCTEUR VERHAEGHE;59260;LILLE;2014;R COM'RIGAUX;7022Z;Conseil pour les affaires et autres conseils de gestion;1;2016-12-27T00:00:00;31/12/2015;142035;5742
1876;39;RUE FREDERIC MOTTEZ;59800;LILLE;2013;SHOP DISTRIBUTIONS;4711B;Commerce d'alimentation générale;1;2014-10-07T00:00:00;30/09/2015;141928;4330
1877;28;RUE NICOLAS LEBLANC;59000;LILLE;2014;HELOW;6202A;Conseil en systèmes et logiciels informatiques;;2015-05-27T00:00:00;31/12/2015;141417;33974
1878;353;RUE ROGER SALENGRO (HELLEMMES);59260;LILLE;2016;CONSULTING LEBEAUX ERIC;6202A;Conseil en systèmes et logiciels informatiques;1;2016-12-06T00:00:00;30/06/2015;140980;8831
1879;3;RUE DU FAUBOURG D'ARRAS;59000;LILLE;2009;ANJAR & CO;5610C;Restauration de type rapide;2;2009-06-08T00:00:00;30/04/2015;140233;4989
1880;165;AVENUE DE LA BRETAGNE;59000;LILLE;2013;COLISWEB;5229B;Affrètement et organisation des transports;6;2016-12-08T00:00:00;31/12/2015;139929;-238032
1881;81;RUE GANTOIS;59000;LILLE;2009;CML FINANCE;6492Z;Autre distribution de crédit;1;2015-02-24T00:00:00;31/12/2015;139416;5404
1882;168;RUE DES POSTES;59000;LILLE;1997;GARAGE DURNEZ;4520A;Entretien et réparation de véhicules automobiles légers;1;1997-02-03T00:00:00;31/07/2015;139174;-8812
1883;109;RUE PIERRE LEGRAND;59800;LILLE;2010;LA CANTINE VERTE;5610C;Restauration de type rapide;1;2015-04-30T00:00:00;31/12/2015;137881;1252
1884;5;RUE DES ECOLES;59260;LILLE;2014;JVCO COIFFURE;9602A;Coiffure;2;2014-06-26T00:00:00;30/06/2015;137595;9029
1885;4;AVENUE FOCH;59800;LILLE;2013;HIKARI EDITIONS;5811Z;édition de livres;;2016-06-22T00:00:00;31/12/2015;137112;21361
1886;35;RUE DES TROIS MOLLETTES;59800;LILLE;2013;C.S;9602A;Coiffure;1;2013-06-28T00:00:00;30/06/2015;137098;6709
1887;14;RUE DU VIEUX FAUBOURG;59800;LILLE;2016;VAL'ORGA;7022Z;Conseil pour les affaires et autres conseils de gestion;0;2016-09-15T00:00:00;31/03/2015;136073;347
1888;291;AVENUE DE DUNKERQUE LOMME;59160;LILLE;2004;HOLDING OCEANE;6420Z;Activités des sociétés holding;1;2012-03-06T00:00:00;31/12/2015;135798;20351
1889;5;RUE BRANLY;59800;LILLE;2011;BATI'LOPES;4120A;Construction de maisons individuelles;1;2011-06-23T00:00:00;30/06/2015;135794;10746
1890;97;RUE DES POSTES;59000;LILLE;2010;CASCADES DE PLANTES;4752A;Comm. détail de quincaillerie, peintures et verres (mag.< 400 m2);1;2013-04-02T00:00:00;31/12/2015;135227;-6237
1891;165;AVENUE DE LA BRETAGNE;59000;LILLE;2009;DSD SYSTEM;6202A;Conseil en systèmes et logiciels informatiques;5;2015-12-08T00:00:00;30/06/2015;135000;130950
1892;38;RUE INKERMANN;59000;LILLE;2012;ALFANOR;7022Z;Conseil pour les affaires et autres conseils de gestion;1;2014-06-11T00:00:00;30/06/2015;135000;130950
1893;165;RUE DU FAUBOURG DE ROUBAIX;59800;LILLE;2012;BOUCHERIE DU FAUBOURG;4722Z;Comm. détail viandes & produits à  base de viande (magas. spéc.);0;2012-07-27T00:00:00;30/09/2015;134685;2338
1894;6;AVENUE DE MORMAL;59800;LILLE;2006;MEMMA INVEST;6419Z;Autres intermédiations monétaires;0;2013-12-20T00:00:00;30/06/2015;133057;1842
1895;;RUE DE L EGALITE;59160;LILLE;2012;SOCIETE DE PREVENTION D'ENTRETIEN D'EQUIPEMENTS DE SECURITE;4669B;Commerce de gros de fournitures et équipements industriels divers;0;2015-12-10T00:00:00;31/12/2015;132749;813
1896;94;BOULEVARD VICTOR HUGO;59000;LILLE;1999;LA TRATTORIA;5610A;Restauration traditionnelle;2;2014-07-23T00:00:00;31/12/2015;132489;217
1897;49;RUE DE DOUAI;59000;LILLE;2007;PRO FESTIVALS;7021Z;Conseil en relations publiques et communication;;2015-07-04T00:00:00;30/09/2015;131722;12751
1898;32;PLACE SEBASTOPOL;59000;LILLE;2016;COLOCATERE;6820B;Location de terrains et d'autres biens immobiliers;1;2016-03-09T00:00:00;31/12/2015;131413;7031
1899;31;RUE MALAKOFF;59800;LILLE;2015;SANIA CONSULTING;7022Z;Conseil pour les affaires et autres conseils de gestion;;2016-03-10T00:00:00;31/12/2015;131247;6668
1900;6;RUE PIERRE DELMAS HELLEMMES;59260;LILLE;2006;HOLDING S ET H;6420Z;Activités des sociétés holding;;2006-06-06T00:00:00;31/12/2015;131039;5950
1901;42;RUE DU MAGASIN;59800;LILLE;2015;ETABLISSEMENTS THIERRY LEGUEN;1419Z;Fabrication d'autres vàªtements et accessoires;10;2015-11-18T00:00:00;31/12/2015;130777;13544
1902;364;RUE DU FAUBOURG D'ARRAS;59000;LILLE;2005;SUPER 400;4724Z;Comm. détail pain pâtisserie & confiserie (magasin spécialisé);1;2005-07-12T00:00:00;30/06/2015;129993;7903
1903;33;RUE BASTION SAINT ANDRE;59800;LILLE;2009;DLTA STUDIO;6201Z;Programmation informatique;;2009-11-16T00:00:00;31/12/2015;129178;22157
1904;4;RUE VIRGINIE GHESQUIERE;59000;LILLE;2012;RETAILIGION;6202A;Conseil en systèmes et logiciels informatiques;;2012-02-12T00:00:00;31/12/2015;128449;1003
1905;543;BOULEVARD DU PRESIDENT HOOVER;59000;LILLE;2012;PASTA AND CO;5610C;Restauration de type rapide;3;2016-08-03T00:00:00;31/12/2015;127284;-6225
1906;5;RUE LAVOISIER LOMME;59160;LILLE;2012;CARAXA;6630Z;Gestion de fonds;;2012-08-07T00:00:00;31/12/2015;126000;-12102
1907;5;RUE LAVOISIER LOMME;59160;LILLE;2012;LYS CAPITAL;6630Z;Gestion de fonds;;2012-08-07T00:00:00;31/12/2015;126000;-21989
1908;74;RUE SAINT ANDRE;59800;LILLE;2014;DUPONT ET MARTIN;5911B;Production de films institutionnels et publicitaires;;2016-07-29T00:00:00;30/04/2015;125259;7650
1909;302;RUE DU FAUBOURG D'ARRAS;59000;LILLE;2012;ILLIMITYSUN;4775Z;Comm. détail de parfumerie & produits de beauté en magasin spéc.;1;2014-06-27T00:00:00;31/12/2015;124941;13796
1910;4;RUE VIALA;59000;LILLE;2008;OXIPIO;4941A;Transports routiers de fret interurbains;6;2016-11-09T00:00:00;31/12/2015;124899;-33133
1911;111;RUE DU MOLINEL;59800;LILLE;2001;AU DELA DU MIROIR;9602A;Coiffure;1;2006-11-22T00:00:00;31/08/2015;124098;-6499
1912;4;RUE GOSSELET;59000;LILLE;2016;DESTAERKE RH;7022Z;Conseil pour les affaires et autres conseils de gestion;1;2016-08-01T00:00:00;31/03/2015;122944;26585
1913;253;BOULEVARD DE LEEDS;59777;LILLE;2010;GO-FRESH;4649Z;Commerce de gros d'autres biens domestiques;1;2011-09-08T00:00:00;31/12/2015;122862;12564
1914;39;RUE LOUIS FAURE;59000;LILLE;2014;INTERIEUR SARL LAIGLE;4759A;Commerce de détail de meubles;;2014-04-23T00:00:00;30/06/2015;122217;-14262
1915;11;RUE DU PRIEZ;59800;LILLE;2008;A D D POINTS CHAUDS;5610C;Restauration de type rapide;1;2012-10-23T00:00:00;31/12/2015;121480;3246
1916;33;RUE VICTOR TILMANT;59000;LILLE;2012;HOLDING CRB INVEST;7010Z;Activités des sièges sociaux;;2014-11-18T00:00:00;31/12/2015;120000;2781
1917;21;AVENUE LE CORBUSIER;59800;LILLE;2014;B.METALLERIE;4673B;Commerce de gros d'appareils sanitaires et produits de décoration;;2014-01-30T00:00:00;31/12/2015;119360;9715
1918;9;RUE DE LA DIGUE;59800;LILLE;2011;TIBAN;6202A;Conseil en systèmes et logiciels informatiques;;2010-12-03T00:00:00;30/06/2015;118843;30693
1919;5;RUE DE L EUROPE LOMME;59160;LILLE;2011;FLYSHIP;8559A;Formation continue d'adultes;1;2013-04-09T00:00:00;31/03/2015;118600;-25760
1920;62;RUE EDOUARD DELESALLE;59800;LILLE;2010;JIP CORPORATION;7022Z;Conseil pour les affaires et autres conseils de gestion;1;2015-01-13T00:00:00;30/06/2015;117346;5730
1921;14;RUE DU VIEUX FAUBOURG;59800;LILLE;2016;LES ASSOCIES DU DIAGNOSTIC;7112B;Ingénierie, études techniques;;2016-11-03T00:00:00;31/03/2015;117324;15000
1922;17;RUE DE BERGUES;59000;LILLE;2015;PCE CONSULTING;6202A;Conseil en systèmes et logiciels informatiques;;2015-05-27T00:00:00;31/07/2015;116955;-24841
1923;15;BOULEVARD LOUIS XIV;59800;LILLE;2010;KEURK;7111Z;Activités d'architecture;0;2015-11-09T00:00:00;31/12/2015;116930;8920
1924;4;RUE MAXIME GORKI;59000;LILLE;2007;AYATI TRANSPORT;4941A;Transports routiers de fret interurbains;1;2016-12-30T00:00:00;31/12/2015;116505;43024
1925;9;PLACE DE LA SOLIDARITE;59000;LILLE;2014;LEMAEL;5610C;Restauration de type rapide;1;2014-03-07T00:00:00;31/12/2015;116411;9200
1926;28;RUE DES ARTS;59800;LILLE;2013;INTUITU PERSONAE;7022Z;Conseil pour les affaires et autres conseils de gestion;1;2014-05-14T00:00:00;30/09/2015;115768;2649
1927;299;BOULEVARD DE LEEDS;59777;LILLE;2014;DEUXS;4778C;Autres commerces de détail spécialisés divers;1;2016-10-02T00:00:00;31/12/2015;115526;-18518
1928;8;RUE DU METZ;59800;LILLE;2011;STUDIO TOVAR;9002Z;Activités de soutien au spectacle vivant;;2014-06-30T00:00:00;30/06/2015;115017;15196
1929;92;BOULEVARD CARNOT;59800;LILLE;2010;ATELIER INFOGRAPHIQUE;1813Z;Activités de pré-presse;1;2015-03-26T00:00:00;31/03/2015;114779;-13681
1930;199;RUE FAIDHERBE (HELLEMMES);59260;LILLE;2011;QTECH;7022Z;Conseil pour les affaires et autres conseils de gestion;;2011-08-18T00:00:00;31/12/2015;114114;23011
1931;41;RUE DU BUISSON;59800;LILLE;2014;SEE YOU SOON OR LATER;7320Z;études de marché et sondages;0;2016-10-05T00:00:00;30/09/2015;113759;29736
1932;53;RUE DE L HOPITAL MILITAIRE;59800;LILLE;2014;SARL LS;5610C;Restauration de type rapide;1;2014-05-11T00:00:00;31/12/2015;113309;-7400
1933;94;RUE PIERRE LEGRAND;59800;LILLE;2003;SARL KARLA;4711B;Commerce d'alimentation générale;2;2013-10-18T00:00:00;31/03/2015;112942;-4470
1934;79;RUE DE DOUAI;59000;LILLE;2014;SAS RESTOBRUNO;5610A;Restauration traditionnelle;1;2015-01-22T00:00:00;31/12/2015;112518;-10456
1935;58;RUE DE LA HALLE;59800;LILLE;2010;LOGETIM;6831Z;Agences immobilières;1;2016-10-16T00:00:00;31/12/2015;112400;2620
1936;132;RUE DU FAUBOURG DE ROUBAIX;59800;LILLE;1990;KARL & KRIS;9602A;Coiffure;4;1995-09-29T00:00:00;31/12/2015;112257;-17474
1937;16;PLACE DU GENERAL DE GAULLE;59800;LILLE;2012;LE CORBEAU BRILLANT;4779Z;Commerce de détail de biens d'occasion en magasin;;2012-05-09T00:00:00;30/09/2015;111407;-73
1938;16;RUE OLYMPE DE GOUGES;59000;LILLE;2013;NECHE RABAH;4941B;Transports routiers de fret de proximité;1;2016-01-13T00:00:00;31/12/2015;111036;-7702
1939;17;RUE DES STATIONS;59800;LILLE;1900;ETABLISSEMENTS BENY;1721B;Fabrication de cartonnages;1;2010-11-06T00:00:00;30/06/2015;110841;-784
1940;90;RUE DE LA BASSEE;59000;LILLE;2011;EQUALYS PATRIMOINE;6622Z;Activités des agents et courtiers d'assurances;;2013-08-05T00:00:00;31/12/2015;109893;-637
1941;16;PLACE SEBASTOPOL;59000;LILLE;2003;A LA PENSEE;6820B;Location de terrains et d'autres biens immobiliers;0;2010-03-14T00:00:00;31/12/2015;109648;77083
1942;;RUE DES FRERES LUMIERE LOMME;59160;LILLE;2008;MGE;7022Z;Conseil pour les affaires et autres conseils de gestion;;2011-12-20T00:00:00;31/12/2015;104666;15093
1943;25;BOULEVARD DE LA LIBERTE;59800;LILLE;2007;FORMATION CONSEIL STRATEGIE;7022Z;Conseil pour les affaires et autres conseils de gestion;0;2011-12-28T00:00:00;31/12/2015;104607;66547
1944;38;RUE PIERRE LEGRAND;59800;LILLE;2014;R2L - TRANSPORT;4941B;Transports routiers de fret de proximité;3;2015-06-14T00:00:00;31/12/2015;104457;917
1945;19;RUE ADOLPHE CASSE;59800;LILLE;2013;GUEGUEN ERIC;6202A;Conseil en systèmes et logiciels informatiques;;2014-01-28T00:00:00;30/06/2015;104312;13470
1946;32;PLACE DE LA GARE;59800;LILLE;2001;SOCIETE D'INVESTIGATION ET DE COMMERCIALISATION SODICO;4669C;Comm. gros de fournitures & équipts divers pour commerces & sces;1;2015-07-23T00:00:00;31/12/2015;104305;8517
1947;58;RUE SIMONS;59000;LILLE;2009;BRAD'ECO;4752A;Comm. détail de quincaillerie, peintures et verres (mag.< 400 m2);0;2014-06-19T00:00:00;31/03/2015;103946;-4049
1948;12;RUE GOSSELET;59000;LILLE;2016;OHAYO;5911B;Production de films institutionnels et publicitaires;0;2016-09-06T00:00:00;31/12/2015;103337;1786
1949;35;RUE LAZARE GARREAU;59000;LILLE;2010;TRANSPORT CHRONO COURSE;4941B;Transports routiers de fret de proximité;0;2014-03-20T00:00:00;31/12/2015;102859;12173
1950;4;RUE DE TOUL;59800;LILLE;2013;BP FINANCES;6420Z;Activités des sociétés holding;;2013-11-21T00:00:00;31/03/2015;102490;-95401
1951;253;BOULEVARD DE LEEDS;59777;LILLE;2010;ECHOGRAFILM;7420Z;Activités photographiques;;2011-01-17T00:00:00;31/12/2015;102271;-5024
1952;2;RUE HEGEL LOMME;59160;LILLE;2015;ADAMING SERVICES;6201Z;Programmation informatique;3;2016-04-05T00:00:00;31/12/2015;102165;4139
1953;194;BOULEVARD VICTOR HUGO;59000;LILLE;2013;REBATI;4120A;Construction de maisons individuelles;1;2016-06-08T00:00:00;31/12/2015;101225;1841
1954;49;RUE DU FAUBOURG DE DOUAI;59000;LILLE;2011;SNACK GASTON BERGER;5610C;Restauration de type rapide;2;2014-01-30T00:00:00;30/09/2015;100467;1408
1955;43;RUE DU FAUBOURG DE DOUAI;59000;LILLE;2015;SNACK GASTON BERGER;5610C;Restauration de type rapide;2;2016-12-02T00:00:00;30/09/2015;100467;1408
1956;109;RUE DE LA PLAINE;59000;LILLE;2013;HELIOS-CONCEPT;7112B;Ingénierie, études techniques;0;2014-06-13T00:00:00;30/04/2015;100000;411
1957;95;RUE COLBERT;59000;LILLE;2010;FLOMAT;5610C;Restauration de type rapide;0;2016-09-12T00:00:00;30/06/2015;99211;17560
1958;261;RUE SOLFERINO;59000;LILLE;2011;MARINAT;5610C;Restauration de type rapide;;2013-10-24T00:00:00;30/06/2015;98572;523
1959;18;RUE DES HANNETONS;59000;LILLE;2015;FLGXPL;6202A;Conseil en systèmes et logiciels informatiques;;2015-05-20T00:00:00;31/12/2015;98531;28618
1960;200;RUE SOLFERINO;59000;LILLE;2004;EURL AMAL;4711B;Commerce d'alimentation générale;1;2006-03-02T00:00:00;31/12/2015;97926;-12171
1961;39;RUE DES POSTES;59000;LILLE;2013;AU PHO LY S;5610A;Restauration traditionnelle;2;2013-07-01T00:00:00;30/09/2015;97619;3001
1962;128;RUE DU FAUBOURG DE DOUAI;59000;LILLE;2009;CAP VAL - LEJEUNE ENTREPRISE;4941A;Transports routiers de fret interurbains;1;2014-02-02T00:00:00;31/12/2015;97100;2093
1963;13;RUE SAINT ELOI;59000;LILLE;2011;CODEPLUSPLUS;6201Z;Programmation informatique;1;2011-05-30T00:00:00;31/12/2015;97020;19369
1964;67;RUE DES TANNEURS;59800;LILLE;2014;SUSHI EST;5610C;Restauration de type rapide;6;2014-08-28T00:00:00;30/06/2015;96225;-27075
1965;157;RUE JEAN JAURES LOMME;59160;LILLE;2015;NORD AGENCEMENT;4332A;Travaux de menuiserie bois et PVC;1;2015-03-02T00:00:00;31/12/2015;95967;4986
1966;223;RUE SOLFERINO;59000;LILLE;2006;MACALPI;8559A;Formation continue d'adultes;1;2010-10-01T00:00:00;31/12/2015;95716;2139
1967;232;RUE SOLFERINO;59000;LILLE;2010;MACALPI;8559A;Formation continue d'adultes;1;2012-10-09T00:00:00;31/12/2015;95716;2139
1968;122;RUE NATIONALE;59800;LILLE;2012;PEGASE;4322A;Travaux d'installation d'eau et de gaz en tous locaux;;2016-03-31T00:00:00;31/07/2015;95571;2431
1969;3;RUE DU DOCTEUR HUART;59260;LILLE;2011;VALOREP;4651Z;Comm. de gros d'ordinat., d'éqpts informatiq. périph. & logiciels;1;2011-09-05T00:00:00;30/06/2015;95404;-15967
1970;227;RUE PIERRE LEGRAND;59800;LILLE;2013;EPICERIE LAFITTE;4781Z;Commerce de détail alimentaire sur éventaires et marchés;;2013-05-27T00:00:00;31/12/2015;94771;8833
1971;7;RUE COURMONT;59000;LILLE;2014;DIAL'CONSULTING;7022Z;Conseil pour les affaires et autres conseils de gestion;;2014-04-30T00:00:00;31/10/2015;94705;5738
1972;129;RUE BARTHELEMY DELESPAUL;59000;LILLE;2004;ACA;6622Z;Activités des agents et courtiers d'assurances;0;2009-02-13T00:00:00;31/12/2015;94584;34611
1973;8;RUE JEAN JACQUES ROUSSEAU;59800;LILLE;2010;LIL'CO;6622Z;Activités des agents et courtiers d'assurances;0;2014-10-20T00:00:00;31/12/2015;94400;15421
1974;47;AVENUE DE MONT A CAMP LOMME;59160;LILLE;2009;AUX DROITS DE LOMME;5610A;Restauration traditionnelle;0;2015-10-01T00:00:00;30/09/2015;93742;10337
1975;130;BOULEVARD DE LA LIBERTE;59800;LILLE;2016;CASTELBEL;4646Z;Commerce de gros de produits pharmaceutiques;0;2016-12-06T00:00:00;31/12/2015;92999;-290
1976;100;RUE ROYALE;59800;LILLE;2011;LA ROYALE;6820B;Location de terrains et d'autres biens immobiliers;0;2014-07-09T00:00:00;31/12/2015;92792;-24219
1977;14;RUE DE PARIS;59800;LILLE;1958;VANDAMME IMMOBILIER;6420Z;Activités des sociétés holding;0;2005-10-02T00:00:00;30/09/2015;92786;38623
1978;51;RUE DE TOURNAI;59800;LILLE;1993;JPS FAMILY;5510Z;Hà´tels et hébergement similaire;0;2013-08-23T00:00:00;31/12/2015;91628;8348
1979;31;AVENUE DU PEUPLE BELGE;59800;LILLE;2008;CYRIANNE DIFFUSION;4648Z;Commerce de gros d'articles d'horlogerie et de bijouterie;1;2015-07-12T00:00:00;30/06/2015;91451;11382
1980;35;RUE DES PONTS DE COMINES;59800;LILLE;2008;AL FOURAT;5610C;Restauration de type rapide;1;2008-09-28T00:00:00;31/12/2015;90510;5646
1981;2;RUE LOUIS BLERIOT;59160;LILLE;2013;DENODEV;6201Z;Programmation informatique;;2012-12-20T00:00:00;30/09/2015;90420;3855
1982;16;PLACE DU GENERAL DE GAULLE;59800;LILLE;2012;EURYECE TELECOM;7112B;Ingénierie, études techniques;;2012-12-19T00:00:00;30/09/2015;89799;20017
1983;3;RUE BRANLY;59800;LILLE;2015;CORYLLIS;6202A;Conseil en systèmes et logiciels informatiques;0;2015-12-03T00:00:00;31/12/2015;89629;2320
1984;260;RUE DES POSTES;59000;LILLE;2001;ENGINEERING CONSULTING CENTRE E.C.C.;7022Z;Conseil pour les affaires et autres conseils de gestion;1;2013-03-08T00:00:00;31/12/2015;89233;8748
1985;1;RUE DU CAPITAINE FERBER;59000;LILLE;2005;L'ANNEXE;5510Z;Hà´tels et hébergement similaire;;2005-05-16T00:00:00;31/08/2015;88831;154286
1986;66;RUE CABANIS;59800;LILLE;2006;KEEWIA;6311Z;Traitement de données, hébergement et activités connexes;;2015-02-04T00:00:00;30/06/2015;88778;-478
